pc_time_s,teensy_time_us,ax,ay,az,gx,gy,gz,load_raw
2.0039961338043213,519618317,3.344,-9.094,-0.730,0.006,0.002,-0.002,-221973
2.0041251182556152,519623538,3.344,-9.094,-0.730,0.000,0.000,-0.006,-222215
2.004225015640259,519627759,3.344,-9.094,-0.730,0.002,-0.004,-0.008,-222003
2.004305124282837,519631980,3.383,-9.137,-0.656,0.002,-0.004,-0.008,-222438
2.0043869018554688,519634201,3.383,-9.137,-0.656,0.002,0.000,-0.002,-222009
2.004462957382202,519639422,3.383,-9.137,-0.656,0.000,-0.006,-0.006,-222873
2.004546880722046,519644643,3.383,-9.137,-0.656,-0.006,0.000,-0.002,-221926
2.0046210289001465,519649864,3.383,-9.137,-0.656,-0.008,0.002,0.008,-222363
2.0047059059143066,519654085,3.383,-9.137,-0.656,0.006,-0.010,-0.008,-221926
2.004779815673828,519658308,3.383,-9.137,-0.656,0.002,0.006,0.010,-221453
2.0048768520355225,519663529,3.344,-9.094,-0.730,0.002,0.006,0.010,-221875
2.004962921142578,519666750,3.344,-9.094,-0.730,-0.004,0.004,-0.006,-222828
2.0050389766693115,519671971,3.344,-9.094,-0.730,-0.002,0.002,-0.006,-222362
2.005121946334839,519677192,3.344,-9.094,-0.730,0.000,0.000,-0.006,-222845
2.0051980018615723,519682413,3.344,-9.094,-0.730,-0.008,-0.002,0.010,-221737
2.0052850246429443,519686634,3.344,-9.094,-0.730,-0.008,-0.006,-0.002,-222739
2.005357027053833,519691855,3.344,-9.094,-0.730,0.008,0.002,0.006,-222119
2.0054309368133545,519695076,3.344,-9.133,-0.691,0.008,0.002,0.006,-221578
2.005510091781616,519697297,3.344,-9.133,-0.691,0.012,0.002,0.002,-222164
2.0055861473083496,519702518,3.344,-9.133,-0.691,-0.004,-0.002,0.008,-223064
2.0056679248809814,519706739,3.344,-9.133,-0.691,0.006,0.008,-0.002,-221738
2.005742073059082,519710960,3.344,-9.133,-0.691,0.004,-0.010,0.000,-222172
2.0058248043060303,519715181,3.344,-9.133,-0.691,-0.008,-0.004,0.012,-221077
2.0058977603912354,519719402,3.344,-9.133,-0.691,0.002,0.002,0.000,-222226
2.0059711933135986,519723622,3.344,-9.133,-0.730,0.002,0.002,0.000,-222390
2.0060529708862305,519726843,3.344,-9.133,-0.730,-0.004,0.000,0.006,-221763
2.0061349868774414,519733064,3.344,-9.133,-0.730,0.004,0.002,0.002,-221672
2.0062429904937744,519737285,3.344,-9.133,-0.730,0.008,0.002,0.000,-222219
2.006314992904663,519742506,3.344,-9.133,-0.730,0.002,-0.004,0.004,-222641
2.0064008235931396,519746727,3.344,-9.133,-0.730,0.004,0.010,-0.002,-222216
2.006502151489258,519750948,3.344,-9.133,-0.730,0.004,0.006,0.006,-222284
2.006587028503418,519754169,3.305,-9.137,-0.730,0.004,0.006,0.006,-222817
2.0066699981689453,519756390,3.305,-9.137,-0.730,0.004,0.006,-0.002,-222485
2.0067460536956787,519761611,3.305,-9.137,-0.730,-0.004,0.002,-0.002,-221458
2.0068697929382324,519766832,3.305,-9.137,-0.730,-0.004,-0.004,-0.002,-221173
2.0069470405578613,519771053,3.305,-9.137,-0.730,0.010,-0.008,-0.002,-221818
2.007025957107544,519775274,3.305,-9.137,-0.730,-0.008,-0.002,0.004,-222796
2.007111072540283,519780495,3.305,-9.137,-0.730,-0.004,-0.006,-0.008,-221163
2.0071887969970703,519785716,3.383,-9.094,-0.691,-0.004,-0.006,-0.008,-221872
2.0072739124298096,519788937,3.383,-9.094,-0.691,-0.006,-0.004,0.023,-222269
2.0073487758636475,519794158,3.383,-9.094,-0.691,0.004,0.000,-0.004,-221515
2.007430076599121,519798379,3.383,-9.094,-0.691,0.002,0.006,0.020,-221616
2.0075061321258545,519802600,3.383,-9.094,-0.691,-0.002,-0.016,-0.012,-221990
2.007593870162964,519807821,3.383,-9.094,-0.691,-0.004,-0.002,0.008,-223190
2.0076680183410645,519812042,3.383,-9.094,-0.691,0.000,-0.004,0.002,-221862
2.0077409744262695,519815263,3.305,-9.055,-0.691,0.000,-0.004,0.002,-222110
2.007830858230591,519817484,3.305,-9.055,-0.691,-0.002,0.000,0.004,-222167
2.007917881011963,519822705,3.305,-9.055,-0.691,-0.002,0.006,-0.016,-221961
2.008002996444702,519826926,3.305,-9.055,-0.691,0.002,-0.004,0.012,-222100
2.008092164993286,519832147,3.305,-9.055,-0.691,0.006,0.002,0.008,-222135
2.0081748962402344,519836369,3.305,-9.055,-0.691,-0.006,-0.002,0.014,-221978
2.0082530975341797,519842589,3.305,-9.055,-0.691,-0.002,0.000,0.004,-222552
2.0083260536193848,519846810,3.344,-9.133,-0.730,-0.002,0.000,0.004,-222203
2.008405923843384,519849031,3.344,-9.133,-0.730,-0.006,0.002,0.006,-222254
2.00848388671875,519853252,3.344,-9.133,-0.730,0.004,0.002,-0.004,-221576
2.0085642337799072,519857473,3.344,-9.133,-0.730,-0.008,-0.002,0.008,-221060
2.0086371898651123,519862694,3.344,-9.133,-0.730,0.004,-0.004,0.004,-221894
2.0088109970092773,519866915,3.344,-9.133,-0.730,0.000,0.012,-0.008,-221737
2.0090060234069824,519871136,3.344,-9.133,-0.730,-0.006,0.002,-0.002,-222333
2.009193181991577,519874358,3.305,-9.098,-0.730,-0.006,0.002,-0.002,-222060
2.009382963180542,519876579,3.305,-9.098,-0.730,0.008,0.000,-0.004,-223043
2.0095670223236084,519880800,3.305,-9.098,-0.730,0.006,-0.006,0.000,-222722
2.0097708702087402,519885021,3.305,-9.098,-0.730,0.000,0.002,0.020,-221528
2.0099539756774902,519889242,3.305,-9.098,-0.730,0.002,-0.006,0.008,-222702
2.010143995285034,519894463,3.305,-9.098,-0.730,-0.004,0.002,0.012,-221924
2.0103259086608887,519898684,3.305,-9.098,-0.730,0.008,0.000,-0.006,-221171
2.0104968547821045,519902905,3.305,-9.137,-0.730,0.008,0.000,-0.006,-222428
2.0106639862060547,519905126,3.305,-9.137,-0.730,-0.008,0.000,0.004,-222339
2.0108211040496826,519910347,3.305,-9.137,-0.730,0.004,-0.002,0.000,-222042
2.0109879970550537,519914568,3.305,-9.137,-0.730,0.008,-0.010,-0.008,-222189
2.0111498832702637,519917789,3.305,-9.137,-0.730,-0.010,0.008,0.004,-221747
2.0114710330963135,519924010,3.305,-9.137,-0.730,0.006,-0.002,-0.008,-222203
2.0117721557617188,519928231,3.305,-9.137,-0.730,0.000,-0.004,-0.006,-222633
2.011967897415161,519932452,3.344,-9.098,-0.656,0.000,-0.004,-0.006,-222416
2.0121400356292725,519934673,3.344,-9.098,-0.656,0.002,0.008,0.004,-221708
2.0123019218444824,519938894,3.344,-9.098,-0.656,-0.008,-0.012,-0.006,-222480
2.01249098777771,519943115,3.344,-9.098,-0.656,-0.006,-0.006,0.010,-222165
2.012650966644287,519947336,3.344,-9.098,-0.656,-0.002,0.002,-0.004,-222451
2.012812852859497,519952557,3.344,-9.098,-0.656,0.014,0.002,-0.012,-222787
2.012971878051758,519956778,3.344,-9.098,-0.656,-0.006,0.000,-0.002,-223003
