time_ms,ax,ay,az,gx,gy,gz,load_raw
150753,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220634
150803,1.160156,1.554688,9.453125,0.000000,0.000000,0.000000,-220516
150855,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220531
150905,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220660
150957,1.199219,1.593750,9.453125,0.000000,0.000000,0.000000,-220639
151007,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220555
151057,1.160156,1.593750,9.417969,0.000000,0.000000,0.000000,-220600
151108,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220517
151163,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220601
151213,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220645
151264,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220538
151314,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220465
151367,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220616
151417,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220701
151470,1.160156,1.554688,9.453125,0.000000,0.000000,0.000000,-220560
151524,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220621
151574,1.199219,1.593750,9.414063,0.000000,0.000000,0.000000,-220579
151627,1.160156,1.593750,9.417969,0.000000,0.000000,0.000000,-220562
151677,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220559
151728,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220661
151778,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220456
151828,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220541
151878,1.160156,1.593750,9.417969,0.000000,0.000000,0.000000,-220544
151928,1.238281,1.554688,9.414063,0.000000,0.000000,0.000000,-220562
151978,1.160156,1.593750,9.417969,0.000000,0.000000,0.000000,-220593
152028,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220688
152078,1.238281,1.554688,9.453125,0.000000,0.000000,0.000000,-220506
152132,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220485
152184,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220573
152235,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220559
152288,1.199219,1.554688,9.496094,0.000000,0.000000,0.000000,-220606
152338,1.199219,1.593750,9.453125,0.000000,0.000000,0.000000,-220565
152391,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220569
152444,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220584
152495,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220531
152548,1.199219,1.593750,9.414063,0.000000,0.000000,0.000000,-220608
152598,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220540
152649,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220636
152704,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220509
152755,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220722
152806,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220513
152857,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220658
152909,1.160156,1.554688,9.414063,0.000000,0.000000,0.000000,-220575
152964,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220543
153015,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220536
153066,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220543
153116,1.160156,1.554688,9.453125,0.000000,0.000000,0.000000,-220541
153169,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220582
153219,1.238281,1.593750,9.417969,0.000000,0.000000,0.000000,-220611
153274,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220528
153326,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220544
153376,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220530
153428,1.160156,1.554688,9.453125,0.000000,0.000000,0.000000,-220573
153478,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220675
153532,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220518
153582,1.160156,1.554688,9.414063,0.000000,0.000000,0.000000,-220586
153635,1.160156,1.554688,9.414063,0.000000,0.000000,0.000000,-220400
153687,1.160156,1.554688,9.453125,0.000000,0.000000,0.000000,-220555
153737,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220632
153790,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220583
153846,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220568
153896,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220624
153948,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220590
153998,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220575
154050,1.160156,1.554688,9.453125,0.000000,0.000000,0.000000,-220590
154105,1.199219,1.593750,9.414063,0.000000,0.000000,0.000000,-220517
154156,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220592
154207,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220679
154257,1.160156,1.515625,9.414063,0.000000,0.000000,0.000000,-220473
154310,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220435
154365,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220579
154415,1.199219,1.593750,9.453125,0.000000,0.000000,0.000000,-220552
154468,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220579
154518,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220517
154570,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220601
154620,1.199219,1.515625,9.457031,0.000000,0.000000,0.000000,-220444
154674,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220579
154727,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220666
154778,1.199219,1.593750,9.414063,0.000000,0.000000,0.000000,-220599
154828,1.160156,1.554688,9.453125,0.000000,0.000000,0.000000,-220630
154878,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220629
154933,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220623
154986,1.199219,1.593750,9.414063,0.000000,0.000000,0.000000,-220654
155037,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220607
155089,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220571
155139,1.160156,1.554688,9.414063,0.000000,0.000000,0.000000,-220515
155191,1.160156,1.554688,9.414063,0.000000,0.000000,0.000000,-220546
155246,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220462
155296,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220523
155348,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220531
155398,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220486
155451,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220542
155506,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220579
155560,1.238281,1.554688,9.453125,0.000000,0.000000,0.000000,-220517
155610,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220518
155660,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220526
155710,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220648
155760,1.160156,1.554688,9.414063,0.000000,0.000000,0.000000,-220514
155814,1.199219,1.515625,9.417969,0.000000,0.000000,0.000000,-220657
155867,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220577
155917,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220654
155970,1.160156,1.554688,9.414063,0.000000,0.000000,0.000000,-220494
156020,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220589
156074,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220622
156126,1.199219,1.515625,9.457031,0.000000,0.000000,0.000000,-220570
156176,1.160156,1.515625,9.453125,0.000000,0.000000,0.000000,-220622
156230,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220605
156280,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220530
156331,1.199219,1.593750,9.453125,0.000000,0.000000,0.000000,-220537
156381,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220514
156431,1.160156,1.554688,9.453125,0.000000,0.000000,0.000000,-220686
156481,1.199219,1.554688,9.417969,-0.007813,0.000000,0.000000,-220528
156531,1.199219,1.554688,9.457031,0.001953,0.003906,0.001953,-220561
156586,1.160156,1.554688,9.414063,0.005859,0.000000,0.000000,-220650
156638,1.160156,1.554688,9.414063,0.001953,-0.001953,0.000000,-220549
156688,1.238281,1.554688,9.414063,0.001953,0.001953,0.000000,-220594
156740,1.199219,1.515625,9.417969,-0.007813,0.000000,0.000000,-220631
156790,1.238281,1.515625,9.453125,0.000000,-0.003906,0.000000,-220550
156840,1.199219,1.554688,9.457031,0.001953,0.001953,0.000000,-220522
156891,1.199219,1.554688,9.457031,-0.005859,0.000000,-0.001953,-220598
156941,1.199219,1.554688,9.417969,-0.001953,-0.003906,-0.003906,-220660
156992,1.199219,1.554688,9.417969,0.009766,0.001953,0.005859,-220702
157048,1.199219,1.554688,9.457031,0.003906,0.001953,0.000000,-220642
157098,1.199219,1.554688,9.457031,-0.001953,0.000000,0.001953,-220529
157151,1.199219,1.554688,9.417969,-0.005859,0.000000,-0.001953,-220534
157201,1.199219,1.554688,9.417969,-0.003906,0.000000,0.000000,-220456
157252,1.199219,1.554688,9.457031,0.001953,0.000000,0.001953,-220709
157302,1.199219,1.554688,9.417969,0.007813,0.000000,0.001953,-220598
157352,1.160156,1.554688,9.453125,0.005859,0.003906,0.000000,-220508
157402,1.199219,1.554688,9.382813,-0.003906,0.000000,0.000000,-220515
157452,1.199219,1.593750,9.453125,-0.005859,-0.001953,-0.001953,-220661
157506,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220621
157558,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220732
157608,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220708
157661,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220570
157711,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220681
157765,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220557
157815,1.199219,1.515625,9.457031,0.000000,0.000000,0.000000,-220598
157868,1.238281,1.554688,9.453125,0.000000,0.000000,0.000000,-220633
157921,1.199219,1.593750,9.414063,0.000000,0.000000,0.000000,-220496
157971,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220551
158023,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220534
158078,1.160156,1.554688,9.414063,0.000000,0.000000,0.000000,-220480
158129,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220580
158180,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220558
158230,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220645
158280,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220515
158330,1.199219,1.593750,9.453125,0.000000,0.000000,0.000000,-220718
158380,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220638
158432,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220527
158482,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220593
158532,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220625
158582,1.238281,1.593750,9.417969,0.000000,0.000000,0.000000,-220601
158632,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220562
158687,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220552
158739,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220689
158789,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220562
158843,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220576
158893,1.160156,1.554688,9.414063,0.000000,0.000000,0.000000,-220610
158945,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220547
158998,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220639
159049,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220511
159102,1.199219,1.515625,9.417969,0.000000,0.000000,0.000000,-220582
159152,1.160156,1.554688,9.453125,0.000000,0.000000,0.000000,-220651
159204,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220632
159259,1.160156,1.554688,9.414063,0.000000,0.000000,0.000000,-220629
159309,1.238281,1.593750,9.457031,0.000000,0.000000,0.000000,-220624
159362,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220635
159412,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220628
159462,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220581
159512,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220658
159562,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220726
159613,1.199219,1.593750,9.453125,0.000000,0.000000,0.000000,-220689
159663,1.160156,1.593750,9.457031,0.000000,0.000000,0.000000,-220729
159718,1.199219,1.593750,9.453125,0.000000,0.000000,0.000000,-220724
159771,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220629
159821,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220619
159872,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220555
159922,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220526
159974,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220649
160029,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220630
160079,1.160156,1.554688,9.453125,0.000000,0.000000,0.000000,-220622
160133,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220629
160183,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220550
160233,1.160156,1.593750,9.417969,0.000000,0.000000,0.000000,-220603
