time_ms,ax,ay,az,gx,gy,gz,load_raw
184476,1.160156,1.554688,9.414063,0.000000,0.000000,0.000000,-220655
184526,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220653
184580,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220721
184630,1.160156,1.593750,9.457031,0.000000,0.000000,0.000000,-220661
184684,1.238281,1.593750,9.417969,0.000000,0.000000,0.000000,-220692
184736,1.160156,1.554688,9.414063,0.000000,0.000000,0.000000,-220777
184786,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220822
184839,1.199219,1.515625,9.457031,0.000000,0.000000,0.000000,-220634
184889,1.160156,1.554688,9.453125,0.000000,0.000000,0.000000,-220719
184940,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220630
184990,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220566
185040,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220584
185090,1.199219,1.593750,9.414063,0.000000,0.000000,0.000000,-220612
185140,1.199219,1.593750,9.453125,0.000000,0.000000,0.000000,-220603
185190,1.199219,1.593750,9.414063,0.000000,0.000000,0.000000,-220509
185240,1.160156,1.554688,9.414063,0.000000,0.000000,0.000000,-220719
185290,1.160156,1.515625,9.414063,0.000000,0.000000,0.000000,-220490
185345,1.238281,1.554688,9.414063,0.000000,0.000000,0.000000,-220503
185397,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220428
185447,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220395
185500,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220484
185550,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220458
185604,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220475
185656,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220527
185707,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220438
185759,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220505
185809,1.199219,1.593750,9.414063,0.000000,0.000000,0.000000,-220335
185863,1.160156,1.554688,9.414063,0.000000,0.000000,0.000000,-220458
185916,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220548
185968,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220451
186020,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220521
186070,1.160156,1.554688,9.414063,0.000000,0.000000,0.000000,-220494
186120,1.199219,1.593750,9.414063,0.000000,0.000000,0.000000,-220562
186170,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220526
186220,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220584
186271,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220570
186321,1.199219,1.593750,9.414063,0.000000,0.000000,0.000000,-220499
186371,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220443
186421,1.199219,1.554688,9.417969,0.000000,0.000000,0.000000,-220503
186471,1.199219,1.554688,9.457031,0.000000,0.000000,0.000000,-220565
