sample_start,frames,pc_time_s_callback,input_buffer_adc_time,current_time
59904,512,1.36917275,46281.71050963289,46281.72524675
60416,512,1.380892084,46281.72211950789,46281.736930666004
60928,512,1.397406792,46281.73372938289,46281.74849016601
61440,512,1.404059,46281.74533925789,46281.760111916
61952,512,1.415670875,46281.75694913289,46281.771724000006
62464,512,1.432238625,46281.76855900789,46281.783312916006
62976,512,1.439008959,46281.78016888289,46281.794998666
63488,512,1.450602375,46281.79177875789,46281.806613916
64000,512,1.466808375,46281.80338863289,46281.818146625
64512,512,1.473779709,46281.81499846589,46281.829825041
65024,512,1.485368875,46281.82660834089,46281.841402416
65536,512,1.500165917,46281.83821884089,46281.852965333004
66048,512,1.508677167,46281.84982875789,46281.864683375
66560,512,1.52018775,46281.86143863289,46281.876235375006
67072,512,1.533524,46281.87304850789,46281.887836833004
67584,512,1.5434985,46281.884658382885,46281.899515291
68096,512,1.555127459,46281.896268257886,46281.9111275
68608,512,1.566846584,46281.907878132886,46281.922659125004
69120,512,1.578398667,46281.91948804989,46281.934384916
69632,512,1.589921875,46281.93109792489,46281.945941541
70144,512,1.601678792,46281.94270779989,46281.957651458004
70656,512,1.613262292,46281.95431767489,46281.969234458
71168,512,1.624711209,46281.965927549885,46281.980745666006
71680,512,1.636403709,46281.977537465886,46281.992429291
72192,512,1.648074084,46281.989147340886,46282.004043833
72704,512,1.659603167,46282.00075721589,46282.015612666
73216,512,1.671184542,46282.01236709089,46282.027206750005
73728,512,1.682807292,46282.02397696589,46282.038821083006
74240,512,1.694276375,46282.03558684089,46282.05035075
74752,512,1.705958875,46282.047196757885,46282.062010416004
75264,512,1.717603167,46282.058806632886,46282.073632750005
75776,512,1.733483167,46282.070416507886,46282.085186291006
76288,512,1.740855959,46282.08202638289,46282.096868791006
76800,512,1.752480959,46282.093636590886,46282.108493208005
77312,512,1.766862959,46282.105246465886,46282.120028666
77824,512,1.775689542,46282.11685634089,46282.131709291
78336,512,1.787365125,46282.12846625789,46282.143357208006
78848,512,1.800185084,46282.14007613289,46282.154862375006
79360,512,1.810488417,46282.15168600789,46282.1665155
79872,512,1.822056459,46282.16329592489,46282.178111375004
80384,512,1.833605542,46282.17490579989,46282.189681333
80896,512,1.845344042,46282.18651567489,46282.2013585
81408,512,1.856820917,46282.19812559089,46282.212900333005
81920,512,1.868455334,46282.20973546589,46282.224503666
82432,512,1.88009325,46282.22134534089,46282.236147833006
82944,512,1.896699209,46282.23295521589,46282.247750958006
83456,512,1.903297334,46282.24456513289,46282.259353791
83968,512,1.915002042,46282.25617500789,46282.271020791006
84480,512,1.931503917,46282.26778488289,46282.282563500004
84992,512,1.9381465,46282.27939479989,46282.294177041
85504,512,1.949814875,46282.29100467489,46282.305832208
86016,512,1.96630975,46282.30261454989,46282.317388875
86528,512,1.973001417,46282.31422442489,46282.329016333
87040,512,1.984598875,46282.32583434089,46282.34063525
87552,512,2.000163792,46282.33744434089,46282.352251041004
88064,512,2.007751167,46282.34905425789,46282.363822791005
88576,512,2.019513042,46282.36066413289,46282.375541833004
89088,512,2.03350875,46282.37227400789,46282.387055750005
89600,512,2.042745209,46282.38388388289,46282.398757208
90112,512,2.054297959,46282.395493799886,46282.410326083
90624,512,2.066823375,46282.40710367489,46282.421825333004
91136,512,2.077561834,46282.41871354989,46282.433570625006
91648,512,2.089085584,46282.43032346589,46282.445137791
92160,512,2.100621792,46282.44193334089,46282.4567
92672,512,2.112366542,46282.45354321589,46282.468388583
93184,512,2.12380675,46282.465153132885,46282.479897375
93696,512,2.135498042,46282.476763007886,46282.491550833
94208,512,2.147153417,46282.488372882886,46282.503184916
94720,512,2.1637485,46282.49998279989,46282.514780541
95232,512,2.170413334,46282.51159267489,46282.526432375
95744,512,2.181994,46282.52320254989,46282.538033833
96256,512,2.198576792,46282.53481246589,46282.549631208
96768,512,2.205216,46282.546422340885,46282.561238500006
97280,512,2.216807792,46282.558032215886,46282.572857625004
97792,512,2.232617125,46282.56964213289,46282.584469958005
98304,512,2.240024042,46282.58125200789,46282.596071416
98816,512,2.251635542,46282.59286192489,46282.607675875006
99328,512,2.265408875,46282.60447184089,46282.619286625006
99840,512,2.274857292,46282.61608171589,46282.630905291
100352,512,2.286383209,46282.62769159089,46282.642457416005
100864,512,2.30018825,46282.63930150789,46282.654100666005
101376,512,2.309814334,46282.65091138289,46282.665785541
101888,512,2.321213125,46282.66252125789,46282.677287333005
102400,512,2.3335105,46282.67413117489,46282.688890833
102912,512,2.344683334,46282.685741049885,46282.700651958
103424,512,2.356096375,46282.697350924886,46282.712145166006
103936,512,2.367725834,46282.708960840886,46282.723763
104448,512,2.37943575,46282.72057071589,46282.735402958
104960,512,2.391002625,46282.73218059089,46282.747030083
105472,512,2.402514584,46282.74379050789,46282.758574208005
105984,512,2.414259917,46282.75540038289,46282.770265833
106496,512,2.430849792,46282.76701025789,46282.781856958005
107008,512,2.437319334,46282.77862017489,46282.793384083
107520,512,2.449040209,46282.79023004989,46282.805065916
108032,512,2.46558975,46282.80183992489,46282.816678041
108544,512,2.472341834,46282.81344984089,46282.828347208
109056,512,2.4838985,46282.82505971589,46282.839909875
109568,512,2.500181834,46282.836669715885,46282.851507375
110080,512,2.507071167,46282.848279590886,46282.863113291
110592,512,2.51868075,46282.859889465886,46282.874711958
111104,512,2.5329165,46282.87149938289,46282.886333166
111616,512,2.542000417,46282.88310925789,46282.897991125006
112128,512,2.553567834,46282.89471913289,46282.90958525
112640,512,2.566888584,46282.90632904989,46282.921188791006
113152,512,2.576752584,46282.91793892489,46282.932772166
113664,512,2.588413125,46282.92954879989,46282.944424208006
114176,512,2.600277875,46282.94115871589,46282.955967791
114688,512,2.611646667,46282.95276859089,46282.967645083
115200,512,2.62331675,46282.96437846589,46282.979257000006
115712,512,2.634761459,46282.97598838289,46282.990801666005
116224,512,2.646545417,46282.98759825789,46283.002515500004
116736,512,2.658116834,46282.999208174886,46283.014112291006
117248,512,2.669632042,46283.01081804989,46283.025653791
117760,512,2.681346584,46283.02242792489,46283.037328708
118272,512,2.692936167,46283.03403784089,46283.048918166
118784,512,2.704459584,46283.04564771589,46283.060479791005
119296,512,2.716067834,46283.05725759089,46283.072091083006
119808,512,2.727819709,46283.068867507885,46283.083785458
120320,512,2.739464834,46283.080477382886,46283.095430500005
120832,512,2.750884709,46283.09208734089,46283.106913208
121344,512,2.762562542,46283.10369721589,46283.118562083
121856,512,2.774222,46283.11530713289,46283.130205916
122368,512,2.785695167,46283.12691700789,46283.141732416
122880,512,2.797424292,46283.13852688289,46283.153412458
123392,512,2.809010459,46283.150136799886,46283.165013791004
123904,512,2.820533167,46283.16174667489,46283.176564625006
124416,512,2.832156625,46283.17335654989,46283.188184333005
124928,512,2.843904959,46283.18496646589,46283.199881666005
125440,512,2.855370459,46283.19657634089,46283.211418375
125952,512,2.866960042,46283.208186257885,46283.223010291
126464,512,2.878645584,46283.219796132886,46283.234659875
126976,512,2.890144667,46283.231406007886,46283.246206833006
127488,512,2.901844084,46283.24301592489,46283.257818083
128000,512,2.913519667,46283.25462579989,46283.269516541004
128512,512,2.925152459,46283.26623567489,46283.281169958005
129024,512,2.9366225,46283.27784559089,46283.292674208
129536,512,2.9483155,46283.289455465885,46283.304337875
130048,512,2.959972084,46283.30106538289,46283.315912958
130560,512,2.9714535,46283.31267525789,46283.327509416005
131072,512,2.983038375,46283.32428513289,46283.339086125
131584,512,2.994633584,46283.33589509089,46283.350701375006
132096,512,3.006221709,46283.34750496589,46283.362297541
132608,512,3.018016167,46283.359114882885,46283.374023208
133120,512,3.029515084,46283.370724757886,46283.385543833
133632,512,3.041193959,46283.382334632886,46283.397189333
134144,512,3.052862417,46283.39394454989,46283.40885087501
134656,512,3.064334417,46283.40555442489,46283.420370708
135168,512,3.076040542,46283.41716429989,46283.432045333
135680,512,3.087653584,46283.42877421589,46283.443646125
136192,512,3.099091459,46283.440384090885,46283.455163916005
136704,512,3.110882,46283.45199400789,46283.466897416
137216,512,3.122423042,46283.46360388289,46283.478457791
137728,512,3.133965375,46283.47521375789,46283.490030458
138240,512,3.145598875,46283.48682367489,46283.501654208005
138752,512,3.157126834,46283.49843354989,46283.513212208
139264,512,3.168837709,46283.51004346589,46283.524886416
139776,512,3.180412584,46283.52165334089,46283.536472458
140288,512,3.191980542,46283.53326321589,46283.548052625
140800,512,3.203638667,46283.54487313289,46283.559694250005
141312,512,3.21528575,46283.55648300789,46283.571324125005
141824,512,3.226871834,46283.56809288289,46283.582922416004
142336,512,3.238505542,46283.579702799885,46283.594547750006
142848,512,3.250165084,46283.591312674886,46283.606190041006
143360,512,3.261685709,46283.602922549886,46283.617738833
143872,512,3.273366959,46283.61453246589,46283.629385500004
144384,512,3.2849735,46283.62614234089,46283.641006166006
144896,512,3.296597584,46283.63775221589,46283.652617958
145408,512,3.308139334,46283.64936213289,46283.664193416
145920,512,3.319723125,46283.66097200789,46283.675777416
146432,512,3.331465334,46283.672581882885,46283.687431541
146944,512,3.34296575,46283.68419179989,46283.699021833
147456,512,3.354552,46283.69580167489,46283.710618666
147968,512,3.366394292,46283.70741159089,46283.722226625
148480,512,3.37778675,46283.71902146589,46283.733845208
148992,512,3.389385292,46283.73063134089,46283.745452375006
149504,512,3.400976167,46283.74224125789,46283.757042000005
150016,512,3.412739417,46283.75385113289,46283.768742458
150528,512,3.424384834,46283.76546100789,46283.780362333004
151040,512,3.435845584,46283.77707092489,46283.791880041004
151552,512,3.447499542,46283.78868079989,46283.80353925
152064,512,3.459125542,46283.80029071589,46283.815154708005
152576,512,3.4706715,46283.81190059089,46283.82671575
153088,512,3.482328334,46283.82351046589,46283.838364041
153600,512,3.493870167,46283.83512796589,46283.849930583005
154112,512,3.505476167,46283.84673792489,46283.861543083
154624,512,3.517119875,46283.85834788289,46283.873180041
155136,512,3.528674,46283.86995784089,46283.884746291005
155648,512,3.54041275,46283.88156779989,46283.896444416
156160,512,3.5519735,46283.89317775789,46283.908025458004
156672,512,3.563528917,46283.90478771589,46283.9195935
157184,512,3.575167542,46283.91639767489,46283.931223708
157696,512,3.58682025,46283.92800763289,46283.942850708
158208,512,3.598342625,46283.93961763289,46283.954407791
158720,512,3.610027584,46283.951227590886,46283.966072458
159232,512,3.621718084,46283.96283754989,46283.977713166
159744,512,3.633217667,46283.97444750789,46283.989255750006
160256,512,3.64494975,46283.98605746589,46284.00094325
160768,512,3.656515584,46283.99766742489,46284.012520166005
161280,512,3.668160375,46284.00927738289,46284.024169291006
161792,512,3.679805375,46284.02088734089,46284.035785333006
162304,512,3.691376667,46284.032497299886,46284.047385708
162816,512,3.703009542,46284.04410725789,46284.058996375
163328,512,3.714670667,46284.05571721589,46284.070641833
163840,512,3.726088209,46284.06732717489,46284.082142208004
164352,512,3.737818459,46284.07893717489,46284.093763083
164864,512,3.749416167,46284.090545424886,46284.105422375
165376,512,3.760947667,46284.10215534089,46284.116986958004
165888,512,3.772639209,46284.11376529989,46284.128643166005
166400,512,3.784283792,46284.12537525789,46284.140265291004
166912,512,3.795928709,46284.13698517489,46284.151903416
167424,512,3.807470917,46284.14859513289,46284.163461833006
167936,512,3.819071417,46284.16020509089,46284.175064625
168448,512,3.830751042,46284.17181500789,46284.186725750005
168960,512,3.842341709,46284.183424965886,46284.198325583005
169472,512,3.853913375,46284.19503492489,46284.209913666
169984,512,3.8654035,46284.20664488289,46284.221443125
170496,512,3.877115667,46284.21825479989,46284.23312625
171008,512,3.888690209,46284.22986475789,46284.2447075
171520,512,3.900260375,46284.24147471589,46284.256298375
172032,512,3.911929209,46284.25308463289,46284.26793775
172544,512,3.923516375,46284.264694590885,46284.279549750005
173056,512,3.9351565,46284.27630454989,46284.291160041
173568,512,3.946808917,46284.28791446589,46284.302796541
174080,512,3.958428834,46284.29952442489,46284.314409416
174592,512,3.969992792,46284.311134382886,46284.326014166
175104,512,3.9815855,46284.32274434089,46284.337608125
175616,512,3.993126084,46284.33435309089,46284.349176208
176128,512,4.004761792,46284.34596304989,46284.360798458
176640,512,4.016435875,46284.35757296589,46284.37244725
177152,512,4.028009,46284.369182924886,46284.384030208006
177664,512,4.03970775,46284.380792840886,46284.395698166
178176,512,4.051282334,46284.39240279989,46284.407280083
178688,512,4.062986334,46284.40401275789,46284.418953375
179200,512,4.074527042,46284.41562267489,46284.430516416
179712,512,4.086150084,46284.42723263289,46284.442127875
180224,512,4.097652917,46284.43884254989,46284.453678541
180736,512,4.109270542,46284.45045250789,46284.465301125005
181248,512,4.120940209,46284.462062424886,46284.476950375
181760,512,4.132432709,46284.47367238289,46284.488486666
182272,512,4.144079542,46284.48528234089,46284.500126625004
182784,512,4.155644917,46284.49689225789,46284.511704583005
183296,512,4.167341459,46284.50850221589,46284.523364041
183808,512,4.178932959,46284.52011213289,46284.534938083
184320,512,4.190551375,46284.53172209089,46284.54657820801
184832,512,4.202191292,46284.543332049885,46284.558219458006
185344,512,4.213844417,46284.554941965886,46284.569837708004
185856,512,4.225451042,46284.56655192489,46284.581438541005
186368,512,4.236972792,46284.57816184089,46284.592999
186880,512,4.248741917,46284.58977079989,46284.604708291
187392,512,4.260252292,46284.60138071589,46284.616265625
187904,512,4.271890334,46284.612990632886,46284.62788475
188416,512,4.283435042,46284.62460059089,46284.639448125
188928,512,4.294996,46284.63621050789,46284.651041666
189440,512,4.306660417,46284.647820465885,46284.662691916004
189952,512,4.318172584,46284.65943038289,46284.674234291
190464,512,4.329785834,46284.67104034089,46284.685842875006
190976,512,4.341409625,46284.68265025789,46284.697464208
191488,512,4.352962542,46284.69426021589,46284.709039208006
192000,512,4.364667875,46284.705870132886,46284.72071575
192512,512,4.37625275,46284.71748009089,46284.732305541
193024,512,4.387836625,46284.72909000789,46284.743899666006
193536,512,4.399466667,46284.740699965885,46284.755517833
194048,512,4.411088917,46284.75230988289,46284.767151833
194560,512,4.422724125,46284.76391984089,46284.778760833
195072,512,4.434326334,46284.77552975789,46284.790366333
195584,512,4.446036792,46284.78713971589,46284.802029958
196096,512,4.457613667,46284.798749632886,46284.813632125006
196608,512,4.469173417,46284.81035959089,46284.825205666006
197120,512,4.480836209,46284.82196950789,46284.836854083005
197632,512,4.492445834,46284.833579465885,46284.848461291
198144,512,4.504016584,46284.845188424886,46284.860046416004
198656,512,4.515607209,46284.85679834089,46284.871648291
199168,512,4.527277042,46284.86840829989,46284.883293958
199680,512,4.538847417,46284.88001821589,46284.894876041006
200192,512,4.550429125,46284.89162817489,46284.906473458
200704,512,4.562012,46284.90323809089,46284.918061958
201216,512,4.573696,46284.91484800789,46284.9297295
201728,512,4.585229542,46284.92645796589,46284.941284958004
202240,512,4.596819584,46284.93806788289,46284.952881666
202752,512,4.608489375,46284.94967779989,46284.964529041004
203264,512,4.620170959,46284.96128775789,46284.976174916
203776,512,4.631650917,46284.97289767489,46284.987696625
204288,512,4.643382209,46284.984507632886,46284.999387666
204800,512,4.655063542,46284.99611754989,46285.011032541006
205312,512,4.666459542,46285.00772746589,46285.022522375
205824,512,4.678157625,46285.01933742489,46285.03420775
206336,512,4.689702584,46285.030947340885,46285.045758375
206848,512,4.70136125,46285.04255725789,46285.05737437501
207360,512,4.712913667,46285.05416721589,46285.068977375005
207872,512,4.724579042,46285.06577713289,46285.080615125
208384,512,4.736295084,46285.07738709089,46285.09228745801
208896,512,4.747888375,46285.08899617489,46285.103897333
209408,512,4.759408,46285.10060613289,46285.115447958
209920,512,4.771049375,46285.112216049885,46285.127085541004
210432,512,4.782742292,46285.123825965886,46285.138729708
210944,512,4.794283542,46285.13543592489,46285.150309458004
211456,512,4.805868667,46285.14704584089,46285.161900833
211968,512,4.817579292,46285.15865575789,46285.173564541
212480,512,4.829066167,46285.17026567489,46285.185095083005
212992,512,4.840704,46285.18187563289,46285.196727208
213504,512,4.852359125,46285.19348554989,46285.208356958006
214016,512,4.863968542,46285.20509546589,46285.219982708004
214528,512,4.875467209,46285.216705424886,46285.231523666
215040,512,4.887101959,46285.228315340886,46285.243150125
215552,512,4.8986805,46285.23992525789,46285.254742375
216064,512,4.910343417,46285.25153521589,46285.266379791006
216576,512,4.92190475,46285.263145132885,46285.277960083
217088,512,4.933492125,46285.27475504989,46285.289559875004
217600,512,4.945272334,46285.28636496589,46285.301227708005
218112,512,4.956862875,46285.29797492489,46285.312797875005
218624,512,4.968374709,46285.30958484089,46285.324429666005
219136,512,4.979919959,46285.32119475789,46285.335989208004
219648,512,4.991578584,46285.33280392489,46285.347634833
220160,512,5.003195042,46285.34441384089,46285.359250333
220672,512,5.014814792,46285.356023757886,46285.370861208
221184,512,5.026461709,46285.36763371589,46285.382488208
221696,512,5.038067667,46285.37924363289,46285.394100000005
222208,512,5.049732125,46285.39085354989,46285.405741916
222720,512,5.061179292,46285.402463465885,46285.417249458005
223232,512,5.072879209,46285.41407338289,46285.42891925
223744,512,5.084526917,46285.42568334089,46285.440554541005
224256,512,5.096168167,46285.43729325789,46285.452170166005
224768,512,5.107806667,46285.44890317489,46285.463800416
225280,512,5.119396834,46285.46051309089,46285.475388416
225792,512,5.130908292,46285.47212304989,46285.486939625
226304,512,5.142599417,46285.48373296589,46285.498599416
226816,512,5.1542675,46285.49534288289,46285.510248041006
227328,512,5.165788084,46285.506952799886,46285.521767583006
227840,512,5.177381542,46285.518562715886,46285.53340466601
228352,512,5.18899325,46285.53017267489,46285.545015375006
228864,512,5.200587542,46285.54178259089,46285.556622416
229376,512,5.212329542,46285.553392507885,46285.568306708
229888,512,5.223852209,46285.56500242489,46285.579857541
230400,512,5.235484125,46285.57661238289,46285.59148275
230912,512,5.247116459,46285.58822163289,46285.603092375
231424,512,5.258563542,46285.59983154989,46285.614618750005
231936,512,5.270329125,46285.61144146589,46285.626331666004
232448,512,5.281975,46285.62305138289,46285.637954958
232960,512,5.293472042,46285.63466134089,46285.649490625
233472,512,5.305145792,46285.64627125789,46285.66114725
233984,512,5.316806792,46285.65788117489,46285.672776833
234496,512,5.32829625,46285.66949109089,46285.684320125
235008,512,5.339988292,46285.68110100789,46285.695987666004
235520,512,5.351524292,46285.692710924886,46285.707559958006
236032,512,5.3631575,46285.70432088289,46285.719177000006
236544,512,5.374714209,46285.71593079989,46285.730762416
237056,512,5.386377,46285.72754071589,46285.742400583
237568,512,5.39791725,46285.739150632886,46285.753963166004
238080,512,5.40962225,46285.75076054989,46285.765634791
238592,512,5.421228834,46285.76237046589,46285.7772305
239104,512,5.432712042,46285.77398038289,46285.788765041005
239616,512,5.444528084,46285.785590340885,46285.800501458005
240128,512,5.456059625,46285.79720025789,46285.812066916005
240640,512,5.467554584,46285.80881017489,46285.823614
241152,512,5.479313667,46285.82042009089,46285.835297083
241664,512,5.490921625,46285.83203000789,46285.846910166
242176,512,5.502559084,46285.84363929989,46285.858538041
242688,512,5.514170417,46285.855249215885,46285.870149958006
243200,512,5.5257725,46285.86685913289,46285.881753416004
243712,512,5.5374275,46285.87846904989,46285.893324916
244224,512,5.549010084,46285.89007896589,46285.904988291004
244736,512,5.560548709,46285.90168888289,46285.916551291004
245248,512,5.572223,46285.91329884089,46285.928224708005
245760,512,5.583693459,46285.92490875789,46285.939748958
246272,512,5.595200959,46285.93651867489,46285.951283958006
246784,512,5.60697825,46285.94812859089,46285.962984958
247296,512,5.618685625,46285.95973850789,46285.974659958
247808,512,5.630105667,46285.971348424886,46285.986156000006
248320,512,5.641898292,46285.98295834089,46285.997889791004
248832,512,5.653455,46285.99456825789,46286.009445166004
249344,512,5.664938917,46286.00617817489,46286.020991583006
249856,512,5.676615292,46286.01778809089,46286.032644083
250368,512,5.688178542,46286.029398007886,46286.044228208004
250880,512,5.69980525,46286.04100796589,46286.055845916
251392,512,5.711389334,46286.05261788289,46286.06744100001
251904,512,5.722999209,46286.06422779989,46286.079052333
252416,512,5.734691167,46286.075837715885,46286.09071425
252928,512,5.746233584,46286.08745613289,46286.102282208005
253440,512,5.757836375,46286.09906609089,46286.113891458
253952,512,5.769419584,46286.11067604989,46286.12547675
254464,512,5.781230584,46286.122286007885,46286.137204416
254976,512,5.792698542,46286.13389596589,46286.1487255
255488,512,5.804267959,46286.14550592489,46286.160315083005
256000,512,5.816048042,46286.15711588289,46286.172017666
256512,512,5.827537667,46286.168725840886,46286.183565375
257024,512,5.839242834,46286.18033579989,46286.195226625
257536,512,5.850826917,46286.19194575789,46286.206827541006
258048,512,5.862433167,46286.20355571589,46286.218439208
258560,512,5.873936459,46286.21516567489,46286.229993291
259072,512,5.885519167,46286.22677563289,46286.241580083006
259584,512,5.897135334,46286.23838559089,46286.253196208
260096,512,5.908747875,46286.249995549886,46286.264811958004
260608,512,5.920382375,46286.26160550789,46286.276432541
261120,512,5.931965417,46286.27321546589,46286.288029208
261632,512,5.943661167,46286.28482542489,46286.299698375005
262144,512,5.955221875,46286.29643538289,46286.311273541
262656,512,5.966811,46286.30804534089,46286.322868208
263168,512,5.978396042,46286.319655299885,46286.334459125006
263680,512,5.990018917,46286.33126396589,46286.346077166
264192,512,6.001731,46286.34287388289,46286.357675291
264704,512,6.013328917,46286.354483840885,46286.36935675
265216,512,6.024859167,46286.36609379989,46286.380913458
265728,512,6.036494,46286.37770375789,46286.3925355
266240,512,6.048088625,46286.38931371589,46286.404139875005
266752,512,6.05965275,46286.40092367489,46286.415720416
267264,512,6.071362417,46286.41253359089,46286.427390041004
267776,512,6.082913709,46286.42414354989,46286.438967
268288,512,6.094626125,46286.43575350789,46286.450636125
268800,512,6.106245459,46286.447363465886,46286.462245458
269312,512,6.117896417,46286.45897342489,46286.473871500006
269824,512,6.129413334,46286.47058338289,46286.485431708
270336,512,6.141092875,46286.48219329989,46286.497086666
