pc_time_s,teensy_time_us,ax,ay,az,gx,gy,gz,load_raw
0.014462947845458984,1136110659,3.152,-9.094,1.492,0.000,0.000,0.000,-223388
0.014593839645385742,1136118092,3.191,-9.098,1.492,0.000,0.000,0.000,-222684
0.014684915542602539,1136122312,3.191,-9.098,1.492,0.000,0.000,0.000,-222586
0.014784097671508789,1136125533,3.191,-9.098,1.492,0.000,0.000,0.000,-222651
0.01487112045288086,1136130966,3.191,-9.098,1.492,0.000,0.000,0.000,-222189
0.014964103698730469,1136135186,3.191,-9.098,1.492,0.000,0.000,0.000,-222439
0.015050172805786133,1136142620,3.152,-9.094,1.492,0.000,0.000,0.000,-222911
0.01514291763305664,1136145840,3.152,-9.094,1.492,0.000,0.000,0.000,-222652
0.015228033065795898,1136151272,3.191,-9.098,1.492,0.000,0.000,0.000,-222787
0.015311956405639648,1136158706,3.227,-9.094,1.527,0.000,0.000,0.000,-221920
0.015404939651489258,1136161927,3.227,-9.094,1.527,0.000,0.000,0.000,-222257
0.01548910140991211,1136165147,3.227,-9.094,1.527,0.000,0.000,0.000,-223034
0.015583038330078125,1136171565,3.191,-9.098,1.527,0.000,0.000,0.000,-222692
0.015666961669921875,1136178998,3.191,-9.098,1.492,0.000,0.000,0.000,-223905
0.015759944915771484,1136182219,3.191,-9.098,1.492,0.000,0.000,0.000,-222153
0.015843868255615234,1136185440,3.191,-9.098,1.492,0.000,0.000,0.000,-222667
0.015927791595458984,1136190874,3.191,-9.098,1.492,0.000,0.000,0.000,-223109
0.016021013259887695,1136195094,3.191,-9.098,1.492,0.000,0.000,0.000,-222718
0.016108036041259766,1136201528,3.191,-9.098,1.492,0.000,0.000,0.000,-222850
0.016204118728637695,1136206960,3.152,-9.094,1.492,0.000,0.000,0.000,-222589
0.016288042068481445,1136210180,3.152,-9.094,1.492,0.000,0.000,0.000,-223087
0.01637887954711914,1136218613,3.152,-9.059,1.492,0.000,0.000,0.000,-222037
0.0164639949798584,1136220834,3.152,-9.059,1.492,0.000,0.000,0.000,-221904
0.01654791831970215,1136226268,3.191,-9.098,1.453,0.000,0.000,0.000,-223163
0.016640186309814453,1136230489,3.191,-9.098,1.453,0.000,0.000,0.000,-222249
0.016724109649658203,1136236921,3.191,-9.098,1.492,0.000,0.000,0.000,-222952
0.016815900802612305,1136240141,3.191,-9.098,1.492,0.000,0.000,0.000,-222516
0.016899824142456055,1136246574,3.152,-9.094,1.492,0.000,0.000,0.000,-222277
0.01699209213256836,1136250794,3.152,-9.094,1.492,0.000,0.000,0.000,-222486
0.017076969146728516,1136255014,3.191,-9.137,1.492,0.000,0.000,0.000,-222808
0.017164230346679688,1136261446,3.191,-9.137,1.492,0.000,0.000,0.000,-222636
0.017256975173950195,1136267880,3.191,-9.098,1.527,0.000,0.000,0.000,-222295
0.017341136932373047,1136271101,3.152,-9.094,1.492,0.000,0.000,0.000,-222824
0.01745009422302246,1136277533,3.152,-9.094,1.492,0.000,0.000,0.000,-222898
0.017536163330078125,1136280753,3.152,-9.094,1.492,0.000,0.000,0.000,-222460
0.01762700080871582,1136288187,3.191,-9.098,1.492,0.000,0.000,0.000,-222468
0.017713069915771484,1136291407,3.191,-9.098,1.492,0.000,0.000,0.000,-222463
0.01779794692993164,1136295628,3.191,-9.098,1.492,0.000,0.000,0.000,-223002
0.017889976501464844,1136303060,3.191,-9.098,1.527,0.000,0.000,0.000,-222106
0.017974138259887695,1136306280,3.191,-9.098,1.527,0.000,0.000,0.000,-222467
0.01806807518005371,1136313712,3.191,-9.137,1.492,0.000,0.000,0.000,-223683
0.01815199851989746,1136316933,3.191,-9.137,1.492,0.000,0.000,0.000,-222402
0.01824808120727539,1136320154,3.191,-9.137,1.492,0.000,0.000,0.000,-222056
0.018341064453125,1136326588,3.191,-9.137,1.527,0.000,0.000,0.000,-222354
0.01842498779296875,1136330809,3.191,-9.137,1.527,0.000,0.000,0.000,-223195
0.01851820945739746,1136335029,3.191,-9.137,1.527,0.000,0.000,0.000,-222337
0.01860213279724121,1136340463,3.191,-9.137,1.527,0.000,0.000,0.000,-222522
0.01869511604309082,1136347897,3.191,-9.137,1.492,0.000,0.000,0.000,-222914
0.01877903938293457,1136351117,3.191,-9.137,1.492,0.000,0.000,0.000,-222372
0.01886296272277832,1136357550,3.191,-9.137,1.492,0.000,0.000,0.000,-222317
0.018952131271362305,1136361771,3.191,-9.137,1.492,0.000,0.000,0.000,-222054
0.019039154052734375,1136368203,3.191,-9.137,1.527,0.000,0.000,0.000,-222786
0.019134044647216797,1136372423,3.191,-9.137,1.527,0.000,0.000,0.000,-222658
0.019217967987060547,1136375643,3.191,-9.137,1.527,0.000,0.000,0.000,-222463
0.01930999755859375,1136383075,3.152,-9.094,1.492,0.000,0.000,0.000,-222488
0.0193939208984375,1136386295,3.152,-9.094,1.492,0.000,0.000,0.000,-222344
0.019479036331176758,1136392728,3.152,-9.094,1.492,0.000,0.000,0.000,-222686
0.019574880599975586,1136395948,3.152,-9.094,1.492,0.000,0.000,0.000,-222738
0.019660234451293945,1136400168,3.191,-9.137,1.492,0.000,0.000,0.000,-222406
