pc_time_s,frame_id,filename
2.86102294921875e-06,0,gelsight_000000.png
0.03334307670593262,1,gelsight_000001.png
0.08011984825134277,2,gelsight_000002.png
0.1149148941040039,3,gelsight_000003.png
0.14910602569580078,4,gelsight_000004.png
0.1824779510498047,5,gelsight_000005.png
0.215864896774292,6,gelsight_000006.png
0.24928998947143555,7,gelsight_000007.png
0.2826859951019287,8,gelsight_000008.png
0.3161449432373047,9,gelsight_000009.png
0.34959912300109863,10,gelsight_000010.png
0.3834190368652344,11,gelsight_000011.png
0.41687679290771484,12,gelsight_000012.png
0.4502291679382324,13,gelsight_000013.png
0.48374104499816895,14,gelsight_000014.png
0.5185010433197021,15,gelsight_000015.png
0.5519571304321289,16,gelsight_000016.png
0.5900681018829346,17,gelsight_000017.png
0.6235311031341553,18,gelsight_000018.png
0.6569738388061523,19,gelsight_000019.png
0.6957709789276123,20,gelsight_000020.png
0.7354991436004639,21,gelsight_000021.png
0.7858190536499023,22,gelsight_000022.png
0.8208580017089844,23,gelsight_000023.png
0.8550522327423096,24,gelsight_000024.png
0.888516902923584,25,gelsight_000025.png
0.9233920574188232,26,gelsight_000026.png
0.9589509963989258,27,gelsight_000027.png
0.9964499473571777,28,gelsight_000028.png
1.0306048393249512,29,gelsight_000029.png
1.0647120475769043,30,gelsight_000030.png
1.1044178009033203,31,gelsight_000031.png
1.1485679149627686,32,gelsight_000032.png
1.1833460330963135,33,gelsight_000033.png
1.2167198657989502,34,gelsight_000034.png
1.250162124633789,35,gelsight_000035.png
1.2835321426391602,36,gelsight_000036.png
1.3183670043945312,37,gelsight_000037.png
1.3517670631408691,38,gelsight_000038.png
1.385612964630127,39,gelsight_000039.png
1.4190349578857422,40,gelsight_000040.png
1.4524528980255127,41,gelsight_000041.png
1.4872310161590576,42,gelsight_000042.png
1.5256447792053223,43,gelsight_000043.png
1.559053897857666,44,gelsight_000044.png
1.5926330089569092,45,gelsight_000045.png
1.6259829998016357,46,gelsight_000046.png
1.6594152450561523,47,gelsight_000047.png
1.6929738521575928,48,gelsight_000048.png
1.729740858078003,49,gelsight_000049.png
1.7880380153656006,50,gelsight_000050.png
1.8269109725952148,51,gelsight_000051.png
1.8655669689178467,52,gelsight_000052.png
1.8999500274658203,53,gelsight_000053.png
1.9351871013641357,54,gelsight_000054.png
1.9705660343170166,55,gelsight_000055.png
2.0057759284973145,56,gelsight_000056.png
2.0408120155334473,57,gelsight_000057.png
2.0846941471099854,58,gelsight_000058.png
2.1209850311279297,59,gelsight_000059.png
2.1543681621551514,60,gelsight_000060.png
2.1905879974365234,61,gelsight_000061.png
2.2247560024261475,62,gelsight_000062.png
2.261245012283325,63,gelsight_000063.png
2.296658992767334,64,gelsight_000064.png
2.3308591842651367,65,gelsight_000065.png
2.366198778152466,66,gelsight_000066.png
2.4058499336242676,67,gelsight_000067.png
2.4462850093841553,68,gelsight_000068.png
2.4923558235168457,69,gelsight_000069.png
2.525810956954956,70,gelsight_000070.png
2.5625340938568115,71,gelsight_000071.png
2.5967938899993896,72,gelsight_000072.png
2.637437105178833,73,gelsight_000073.png
2.6736249923706055,74,gelsight_000074.png
2.71000599861145,75,gelsight_000075.png
2.7600979804992676,76,gelsight_000076.png
2.7954230308532715,77,gelsight_000077.png
2.8299779891967773,78,gelsight_000078.png
2.865194082260132,79,gelsight_000079.png
2.899367094039917,80,gelsight_000080.png
2.9345638751983643,81,gelsight_000081.png
2.9688239097595215,82,gelsight_000082.png
3.0061888694763184,83,gelsight_000083.png
3.042304039001465,84,gelsight_000084.png
3.0764529705047607,85,gelsight_000085.png
3.1115379333496094,86,gelsight_000086.png
3.1512551307678223,87,gelsight_000087.png
3.185408115386963,88,gelsight_000088.png
3.2205989360809326,89,gelsight_000089.png
3.2560222148895264,90,gelsight_000090.png
3.2924749851226807,91,gelsight_000091.png
3.3320159912109375,92,gelsight_000092.png
3.367159843444824,93,gelsight_000093.png
3.4014620780944824,94,gelsight_000094.png
3.4366800785064697,95,gelsight_000095.png
3.4762461185455322,96,gelsight_000096.png
3.516010046005249,97,gelsight_000097.png
3.5519540309906006,98,gelsight_000098.png
3.5904269218444824,99,gelsight_000099.png
3.623764991760254,100,gelsight_000100.png
3.6578361988067627,101,gelsight_000101.png
3.691196918487549,102,gelsight_000102.png
3.726231098175049,103,gelsight_000103.png
3.7606849670410156,104,gelsight_000104.png
3.802349805831909,105,gelsight_000105.png
3.8375210762023926,106,gelsight_000106.png
3.8738808631896973,107,gelsight_000107.png
3.930647134780884,108,gelsight_000108.png
3.966019868850708,109,gelsight_000109.png
4.00120997428894,110,gelsight_000110.png
4.03761100769043,111,gelsight_000111.png
4.076963901519775,112,gelsight_000112.png
4.120133876800537,113,gelsight_000113.png
4.153636932373047,114,gelsight_000114.png
4.188678979873657,115,gelsight_000115.png
4.224646091461182,116,gelsight_000116.png
4.258817195892334,117,gelsight_000117.png
4.2921669483184814,118,gelsight_000118.png
4.326406002044678,119,gelsight_000119.png
4.359872102737427,120,gelsight_000120.png
4.393239974975586,121,gelsight_000121.png
4.426693916320801,122,gelsight_000122.png
4.463940858840942,123,gelsight_000123.png
4.5000998973846436,124,gelsight_000124.png
4.534333944320679,125,gelsight_000125.png
4.570529222488403,126,gelsight_000126.png
4.610089063644409,127,gelsight_000127.png
4.661736965179443,128,gelsight_000128.png
4.695688009262085,129,gelsight_000129.png
4.735115051269531,130,gelsight_000130.png
4.7713401317596436,131,gelsight_000131.png
4.8055419921875,132,gelsight_000132.png
4.841953992843628,133,gelsight_000133.png
4.893522024154663,134,gelsight_000134.png
4.928924083709717,135,gelsight_000135.png
4.963904142379761,136,gelsight_000136.png
5.000377893447876,137,gelsight_000137.png
5.034518003463745,138,gelsight_000138.png
5.068705797195435,139,gelsight_000139.png
5.123437881469727,140,gelsight_000140.png
5.15715217590332,141,gelsight_000141.png
5.193183183670044,142,gelsight_000142.png
5.231389045715332,143,gelsight_000143.png
5.265573978424072,144,gelsight_000144.png
5.306194067001343,145,gelsight_000145.png
5.342556953430176,146,gelsight_000146.png
5.380151987075806,147,gelsight_000147.png
5.41435980796814,148,gelsight_000148.png
5.459802865982056,149,gelsight_000149.png
5.4932920932769775,150,gelsight_000150.png
5.526671886444092,151,gelsight_000151.png
5.5626220703125,152,gelsight_000152.png
5.598956108093262,153,gelsight_000153.png
5.635458946228027,154,gelsight_000154.png
5.66967511177063,155,gelsight_000155.png
5.70486307144165,156,gelsight_000156.png
5.739052057266235,157,gelsight_000157.png
5.7754600048065186,158,gelsight_000158.png
5.8140740394592285,159,gelsight_000159.png
5.8604559898376465,160,gelsight_000160.png
5.893802165985107,161,gelsight_000161.png
5.928421974182129,162,gelsight_000162.png
5.962541818618774,163,gelsight_000163.png
5.998787879943848,164,gelsight_000164.png
6.0341269969940186,165,gelsight_000165.png
6.083916902542114,166,gelsight_000166.png
6.120858907699585,167,gelsight_000167.png
6.154285907745361,168,gelsight_000168.png
6.193114995956421,169,gelsight_000169.png
6.226465225219727,170,gelsight_000170.png
6.25986385345459,171,gelsight_000171.png
6.293249130249023,172,gelsight_000172.png
6.326708078384399,173,gelsight_000173.png
6.361387014389038,174,gelsight_000174.png
6.395535945892334,175,gelsight_000175.png
6.434990882873535,176,gelsight_000176.png
6.470211982727051,177,gelsight_000177.png
6.505390882492065,178,gelsight_000178.png
6.539566993713379,179,gelsight_000179.png
6.597269058227539,180,gelsight_000180.png
6.634606838226318,181,gelsight_000181.png
6.668771982192993,182,gelsight_000182.png
6.704218864440918,183,gelsight_000183.png
6.73935604095459,184,gelsight_000184.png
6.7757568359375,185,gelsight_000185.png
6.826184034347534,186,gelsight_000186.png
6.8596251010894775,187,gelsight_000187.png
6.892986059188843,188,gelsight_000188.png
6.926461935043335,189,gelsight_000189.png
6.963638782501221,190,gelsight_000190.png
7.001070022583008,191,gelsight_000191.png
7.03541898727417,192,gelsight_000192.png
7.075837135314941,193,gelsight_000193.png
7.119524002075195,194,gelsight_000194.png
7.152983903884888,195,gelsight_000195.png
7.1866559982299805,196,gelsight_000196.png
7.224240064620972,197,gelsight_000197.png
7.257617950439453,198,gelsight_000198.png
7.291934013366699,199,gelsight_000199.png
7.327451944351196,200,gelsight_000200.png
7.3608129024505615,201,gelsight_000201.png
7.394184112548828,202,gelsight_000202.png
7.430604934692383,203,gelsight_000203.png
7.465023040771484,204,gelsight_000204.png
7.499157190322876,205,gelsight_000205.png
7.534366130828857,206,gelsight_000206.png
7.5694968700408936,207,gelsight_000207.png
7.604899883270264,208,gelsight_000208.png
7.639088869094849,209,gelsight_000209.png
7.675482988357544,210,gelsight_000210.png
7.709667921066284,211,gelsight_000211.png
7.745100975036621,212,gelsight_000212.png
7.791990041732788,213,gelsight_000213.png
7.8306450843811035,214,gelsight_000214.png
7.86559796333313,215,gelsight_000215.png
7.90104603767395,216,gelsight_000216.png
7.9361560344696045,217,gelsight_000217.png
7.971376895904541,218,gelsight_000218.png
8.005576133728027,219,gelsight_000219.png
8.04079294204712,220,gelsight_000220.png
8.089826822280884,221,gelsight_000221.png
8.123797178268433,222,gelsight_000222.png
8.16009783744812,223,gelsight_000223.png
8.195497989654541,224,gelsight_000224.png
8.22970700263977,225,gelsight_000225.png
8.267145156860352,226,gelsight_000226.png
8.306753158569336,227,gelsight_000227.png
8.341112852096558,228,gelsight_000228.png
