pc_time_s,teensy_time_us,ax,ay,az,gx,gy,gz,load_raw
2.230480909347534,95831574,3.383,-9.059,-0.691,0.000,0.000,0.000,-222101
2.232806921005249,95833881,3.383,-9.098,-0.656,0.000,0.000,0.000,-221916
2.239029884338379,95840120,3.383,-9.098,-0.656,0.000,0.000,0.000,-222599
2.241182804107666,95842340,3.383,-9.098,-0.656,0.002,0.000,0.004,-223085
2.247546911239624,95848561,3.383,-9.098,-0.656,-0.004,0.000,-0.004,-223313
2.253819704055786,95854782,3.344,-9.094,-0.730,-0.004,0.000,-0.004,-221792
2.2578649520874023,95859003,3.344,-9.094,-0.730,0.002,0.000,0.000,-222275
2.263671875,95864224,3.344,-9.094,-0.730,0.002,0.000,0.000,-221677
2.268609046936035,95869445,3.344,-9.094,-0.730,0.002,0.002,0.004,-222322
2.2755887508392334,95876666,3.344,-9.137,-0.809,0.002,0.002,0.004,-223497
2.278822898864746,95879887,3.344,-9.137,-0.809,0.002,-0.002,-0.004,-222986
2.2850921154022217,95886109,3.344,-9.137,-0.809,-0.002,0.000,-0.002,-222680
2.2912769317626953,95892330,3.344,-9.098,-0.770,-0.002,0.000,-0.002,-223126
2.296700954437256,95897551,3.344,-9.098,-0.770,-0.004,0.000,-0.002,-222535
2.302949905395508,95903772,3.344,-9.137,-0.770,-0.004,0.000,-0.002,-222425
2.306870937347412,95907993,3.344,-9.137,-0.770,0.002,-0.002,0.000,-222923
2.3131229877471924,95914214,3.305,-9.137,-0.730,0.002,-0.002,0.000,-222041
2.3183510303497314,95919435,3.305,-9.137,-0.730,0.004,0.000,0.004,-222926
2.3245160579681396,95925656,3.305,-9.137,-0.730,0.002,-0.002,0.000,-223356
2.330035924911499,95930877,3.344,-9.098,-0.809,0.002,-0.002,0.000,-222672
2.3342509269714355,95935098,3.344,-9.098,-0.809,-0.002,0.000,-0.004,-222879
2.3401567935943604,95941319,3.344,-9.098,-0.770,-0.002,0.000,-0.004,-222937
2.3450679779052734,95945540,3.344,-9.098,-0.770,0.000,-0.002,-0.002,-221692
